XpryDt,FinInstrmNm,TckrSymb,StrkPric,OptnTp,PCLOSE,OPEN,HIGH,LOW,CLOSE,SttlmPric,TtlTradgVol,OpnIntrst,RptgDt,TYPE,Week,Weekly Returns(%)
2/29/2024,FUTSTK,TATACONSUM,0,XX,1139.2,1141.3,1149.25,1132.45,1136.65,1136.65,1718,11973600,15-Feb-24,1,7,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1136.65,1149.4,1151.3,1135.4,1148.75,1148.75,2550,11671200,16-Feb-24,1,7,1.988724642
2/29/2024,FUTSTK,TATACONSUM,0,XX,1148.75,1150.4,1166.3,1146.9,1157.7,1157.7,2554,11380500,19-Feb-24,1,8,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1157.7,1155.05,1160.15,1140.8,1154.5,1154.5,1796,11106900,20-Feb-24,1,8,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1154.5,1157.9,1175.55,1152.65,1163.35,1163.35,3411,10926900,21-Feb-24,1,8,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1163.35,1161.2,1167.8,1146.75,1162.35,1162.35,2531,11044800,22-Feb-24,1,8,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1162.35,1158.85,1168.65,1157,1161.15,1161.15,2195,10295100,23-Feb-24,1,8,0.2980046644
2/29/2024,FUTSTK,TATACONSUM,0,XX,1161.15,1154.9,1181.1,1151.3,1178.45,1178.45,5645,8798400,26-Feb-24,1,9,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1178.45,1179.85,1187.95,1174.55,1182.5,1182.5,4902,6732000,27-Feb-24,1,9,
2/29/2024,FUTSTK,TATACONSUM,0,XX,1182.5,1183.65,1202.95,1164.55,1170.4,1170.4,5098,3968100,28-Feb-24,1,9,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1196.3,1208.4,1218.25,1198.5,1206.9,1206.9,3974,10522800,1-Mar-24,1,9,2.414188128
3/28/2024,FUTSTK,TATACONSUM,0,XX,1214.8,1217.85,1217.95,1196.35,1207.95,1207.95,2275,10376100,4-Mar-24,1,10,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1207.95,1205.35,1215.75,1201.75,1206.75,1206.75,1591,10373400,5-Mar-24,1,10,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1206.75,1212.95,1227.6,1198.45,1224.3,1224.3,3916,10527300,6-Mar-24,1,10,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1224.3,1227.85,1272.6,1220.3,1265.6,1265.6,11065,10703700,7-Mar-24,1,10,4.772548533
3/28/2024,FUTSTK,TATACONSUM,0,XX,1265.6,1259.8,1263,1212.1,1224,1224,6533,10706400,11-Mar-24,1,11,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1224,1225.9,1228.4,1216.05,1220.8,1220.8,2267,10614600,12-Mar-24,1,11,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1182.5,1177.7,1211.75,1168.55,1205.85,1205.85,4013,9990000,14-Mar-24,1,11,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1205.85,1211.8,1221.05,1180.45,1215.05,1215.05,4278,9480600,15-Mar-24,1,11,-7.312091503
3/28/2024,FUTSTK,TATACONSUM,0,XX,1215.05,1207,1220.05,1186.6,1188.9,1188.9,2414,9644400,18-Mar-24,1,12,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1188.9,1186.4,1189.7,1143,1150.2,1150.2,3956,9618300,19-Mar-24,1,12,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1150.2,1150,1156.7,1115.25,1127.35,1127.35,4221,9306900,20-Mar-24,1,12,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1127.35,1132.9,1141.95,1125.35,1137.6,1137.6,3340,8811900,21-Mar-24,1,12,-4.314912945
3/28/2024,FUTSTK,TATACONSUM,0,XX,1125.05,1108.65,1124.55,1108.65,1116.75,1116.75,4284,6064200,26-Mar-24,1,13,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1116.75,1112.9,1115.5,1089,1093.6,1093.6,5790,3471300,27-Mar-24,1,13,
3/28/2024,FUTSTK,TATACONSUM,0,XX,1093.6,1101.15,1107.7,1093.7,1097.6,1096.2,4483,2347200,28-Mar-24,1,13,-1.840161182
